Date,datetime,Open,High,Low,Close
2017-07-24,2017-07-24,"19,973.67","20,002.54","19,901.88","19,975.67"
2017-07-25,2017-07-25,"19,979.56","20,036.31","19,941.61","19,955.20"
2017-07-26,2017-07-26,"20,098.14","20,116.00","20,016.58","20,050.16"
2017-07-27,2017-07-27,"20,026.58","20,176.39","20,005.20","20,079.64"
2017-07-28,2017-07-28,"20,048.46","20,056.16","19,926.60","19,959.84"
2017-07-31,2017-07-31,"19,933.45","19,983.90","19,891.90","19,925.18"
2017-08-01,2017-08-01,"19,907.08","20,000.46","19,904.72","19,985.79"
2017-08-02,2017-08-02,"20,057.07","20,113.73","20,022.05","20,080.04"
2017-08-03,2017-08-03,"20,066.00","20,070.16","19,985.40","20,029.26"
2017-08-04,2017-08-04,"19,949.79","19,984.51","19,933.59","19,952.33"
2017-08-07,2017-08-07,"20,059.29","20,085.90","20,037.40","20,055.89"
2017-08-08,2017-08-08,"20,062.65","20,076.80","19,970.57","19,996.01"
2017-08-09,2017-08-09,"19,928.96","19,945.28","19,660.22","19,738.71"
2017-08-10,2017-08-10,"19,792.45","19,829.88","19,685.83","19,729.74"
2017-08-14,2017-08-14,"19,545.58","19,598.41","19,486.48","19,537.10"
2017-08-15,2017-08-15,"19,689.38","19,824.12","19,656.91","19,753.31"
2017-08-16,2017-08-16,"19,750.55","19,776.86","19,719.08","19,729.28"
2017-08-17,2017-08-17,"19,707.75","19,739.04","19,679.37","19,702.63"
2017-08-18,2017-08-18,"19,471.27","19,543.13","19,433.09","19,470.41"
2017-08-21,2017-08-21,"19,509.53","19,509.53","19,365.65","19,393.13"
2017-08-22,2017-08-22,"19,373.11","19,437.25","19,361.95","19,383.84"
2017-08-23,2017-08-23,"19,547.05","19,561.32","19,408.47","19,434.64"
2017-08-24,2017-08-24,"19,366.36","19,428.55","19,351.92","19,353.77"
2017-08-25,2017-08-25,"19,401.12","19,485.97","19,384.37","19,452.61"
2017-08-28,2017-08-28,"19,502.23","19,535.50","19,420.50","19,449.90"
2017-08-29,2017-08-29,"19,319.11","19,371.90","19,280.02","19,362.55"
2017-08-30,2017-08-30,"19,480.98","19,538.23","19,435.10","19,506.54"
2017-08-31,2017-08-31,"19,591.32","19,687.99","19,583.11","19,646.24"
2017-09-01,2017-09-01,"19,733.57","19,735.96","19,620.07","19,691.47"
2017-09-04,2017-09-04,"19,615.96","19,628.40","19,479.40","19,508.25"
2017-09-05,2017-09-05,"19,533.38","19,542.78","19,354.59","19,385.81"
2017-09-06,2017-09-06,"19,286.06","19,371.38","19,254.67","19,357.97"
2017-09-07,2017-09-07,"19,433.44","19,482.72","19,365.75","19,396.52"
2017-09-08,2017-09-08,"19,297.96","19,357.49","19,239.52","19,274.82"
2017-09-11,2017-09-11,"19,441.39","19,567.03","19,437.14","19,545.77"
2017-09-12,2017-09-12,"19,736.14","19,792.06","19,718.80","19,776.62"
2017-09-13,2017-09-13,"19,873.69","19,888.84","19,845.02","19,865.82"
2017-09-14,2017-09-14,"19,860.37","19,918.39","19,793.85","19,807.44"
2017-09-15,2017-09-15,"19,793.80","19,933.40","19,787.65","19,909.50"
2017-09-19,2017-09-19,"20,128.18","20,320.78","20,122.00","20,299.38"
2017-09-20,2017-09-20,"20,301.33","20,339.37","20,272.82","20,310.46"
2017-09-21,2017-09-21,"20,456.50","20,481.27","20,332.69","20,347.48"
2017-09-22,2017-09-22,"20,413.61","20,417.07","20,249.24","20,296.45"
2017-09-25,2017-09-25,"20,439.43","20,454.29","20,367.03","20,397.58"
2017-09-26,2017-09-26,"20,349.26","20,385.50","20,303.98","20,330.19"
2017-09-27,2017-09-27,"20,269.82","20,278.09","20,213.66","20,267.05"
2017-09-28,2017-09-28,"20,398.63","20,399.87","20,299.68","20,363.11"
2017-09-29,2017-09-29,"20,315.34","20,370.33","20,285.06","20,356.28"
2017-10-02,2017-10-02,"20,400.51","20,411.33","20,363.28","20,400.78"
2017-10-03,2017-10-03,"20,475.25","20,628.38","20,438.17","20,614.07"
2017-10-04,2017-10-04,"20,660.81","20,689.08","20,592.18","20,626.66"
2017-10-05,2017-10-05,"20,650.71","20,667.47","20,602.26","20,628.56"
2017-10-06,2017-10-06,"20,716.85","20,721.15","20,659.15","20,690.71"
2017-10-10,2017-10-10,"20,680.54","20,823.66","20,663.08","20,823.51"
2017-10-11,2017-10-11,"20,803.71","20,898.41","20,788.12","20,881.27"
2017-10-12,2017-10-12,"20,958.18","20,994.40","20,917.04","20,954.72"
2017-10-13,2017-10-13,"20,959.66","21,211.29","20,933.00","21,155.18"
2017-10-16,2017-10-16,"21,221.27","21,347.07","21,187.93","21,255.56"
2017-10-17,2017-10-17,"21,352.17","21,393.96","21,230.67","21,336.12"
2017-10-18,2017-10-18,"21,374.66","21,402.76","21,317.67","21,363.05"
2017-10-19,2017-10-19,"21,450.04","21,503.85","21,381.52","21,448.52"
2017-10-20,2017-10-20,"21,390.95","21,489.26","21,363.10","21,457.64"
2017-10-23,2017-10-23,"21,709.30","21,723.60","21,614.51","21,696.65"
2017-10-24,2017-10-24,"21,670.00","21,805.17","21,646.52","21,805.17"
2017-10-25,2017-10-25,"21,900.13","21,921.36","21,648.35","21,707.62"
2017-10-26,2017-10-26,"21,698.95","21,793.62","21,688.56","21,739.78"
2017-10-27,2017-10-27,"21,903.27","22,016.50","21,815.72","22,008.45"
2017-10-30,2017-10-30,"22,047.95","22,086.88","21,921.24","22,011.67"
2017-10-31,2017-10-31,"21,897.29","22,020.38","21,840.07","22,011.61"
2017-11-01,2017-11-01,"22,144.92","22,455.92","22,130.03","22,420.08"
2017-11-02,2017-11-02,"22,512.18","22,540.25","22,400.01","22,539.12"
2017-11-06,2017-11-06,"22,612.96","22,644.68","22,435.34","22,548.35"
2017-11-07,2017-11-07,"22,518.75","22,953.18","22,512.91","22,937.60"
2017-11-08,2017-11-08,"22,849.91","22,922.80","22,759.07","22,913.82"
2017-11-09,2017-11-09,"22,989.44","23,382.15","22,522.83","22,868.71"
2017-11-10,2017-11-10,"22,580.70","22,724.39","22,511.93","22,681.42"
2017-11-13,2017-11-13,"22,607.56","22,607.92","22,380.99","22,380.99"
2017-11-14,2017-11-14,"22,342.93","22,532.30","22,323.24","22,380.01"
2017-11-15,2017-11-15,"22,250.98","22,305.24","22,004.79","22,028.32"
2017-11-16,2017-11-16,"21,975.23","22,392.13","21,972.34","22,351.12"
2017-11-17,2017-11-17,"22,603.30","22,757.40","22,319.12","22,396.80"
2017-11-20,2017-11-20,"22,279.98","22,410.24","22,215.07","22,261.76"
2017-11-21,2017-11-21,"22,456.79","22,563.25","22,416.48","22,416.48"
2017-11-22,2017-11-22,"22,601.55","22,677.34","22,513.44","22,523.15"
2017-11-24,2017-11-24,"22,390.14","22,567.20","22,381.01","22,550.85"
2017-11-27,2017-11-27,"22,657.08","22,659.33","22,423.40","22,495.99"
2017-11-28,2017-11-28,"22,474.74","22,580.99","22,363.94","22,486.24"
2017-11-29,2017-11-29,"22,613.96","22,643.93","22,537.12","22,597.20"
2017-11-30,2017-11-30,"22,601.83","22,748.32","22,502.68","22,724.96"
2017-12-01,2017-12-01,"22,916.93","22,994.31","22,675.07","22,819.03"
2017-12-04,2017-12-04,"22,843.53","22,864.33","22,693.99","22,707.16"
2017-12-05,2017-12-05,"22,595.33","22,682.71","22,522.28","22,622.38"
2017-12-06,2017-12-06,"22,525.38","22,528.21","22,119.21","22,177.04"
2017-12-07,2017-12-07,"22,317.15","22,515.24","22,317.15","22,498.03"
2017-12-08,2017-12-08,"22,627.95","22,819.71","22,625.41","22,811.08"
2017-12-11,2017-12-11,"22,894.30","22,938.73","22,787.40","22,938.73"
2017-12-12,2017-12-12,"22,936.41","22,994.33","22,834.89","22,866.17"
2017-12-13,2017-12-13,"22,879.27","22,879.37","22,697.32","22,758.07"
2017-12-14,2017-12-14,"22,699.30","22,786.61","22,638.76","22,694.45"
2017-12-15,2017-12-15,"22,621.36","22,745.09","22,478.32","22,553.22"
2017-12-18,2017-12-18,"22,770.44","22,927.50","22,735.20","22,901.77"
2017-12-19,2017-12-19,"22,961.47","22,990.42","22,862.82","22,868.00"
2017-12-20,2017-12-20,"22,834.93","22,923.50","22,806.73","22,891.72"
2017-12-21,2017-12-21,"22,852.01","22,894.95","22,728.06","22,866.10"
2017-12-22,2017-12-22,"22,850.73","22,908.84","22,801.16","22,902.76"
2017-12-25,2017-12-25,"22,909.41","22,948.83","22,870.19","22,939.18"
2017-12-26,2017-12-26,"22,922.95","22,950.15","22,877.63","22,892.69"
2017-12-27,2017-12-27,"22,854.39","22,936.16","22,854.39","22,911.21"
2017-12-28,2017-12-28,"22,912.05","22,954.45","22,736.43","22,783.98"
2017-12-29,2017-12-29,"22,831.49","22,881.21","22,753.20","22,764.94"
2018-01-04,2018-01-04,"23,073.73","23,506.33","23,065.20","23,506.33"
2018-01-05,2018-01-05,"23,643.00","23,730.47","23,520.52","23,714.53"
2018-01-09,2018-01-09,"23,948.97","23,952.61","23,789.03","23,849.99"
2018-01-10,2018-01-10,"23,832.81","23,864.76","23,755.45","23,788.20"
2018-01-11,2018-01-11,"23,656.39","23,734.97","23,601.84","23,710.43"
2018-01-12,2018-01-12,"23,719.66","23,743.05","23,588.07","23,653.82"
2018-01-15,2018-01-15,"23,827.98","23,833.27","23,685.02","23,714.88"
2018-01-16,2018-01-16,"23,721.17","23,962.07","23,701.83","23,951.81"
2018-01-17,2018-01-17,"23,783.42","23,891.63","23,739.17","23,868.34"
2018-01-18,2018-01-18,"24,078.93","24,084.42","23,699.47","23,763.37"
2018-01-19,2018-01-19,"23,854.11","23,872.69","23,735.61","23,808.06"
2018-01-22,2018-01-22,"23,797.84","23,816.33","23,697.81","23,816.33"
2018-01-23,2018-01-23,"23,924.40","24,129.34","23,916.02","24,124.15"
2018-01-24,2018-01-24,"24,026.43","24,072.77","23,917.14","23,940.78"
2018-01-25,2018-01-25,"23,750.65","23,828.40","23,649.03","23,669.49"
2018-01-26,2018-01-26,"23,757.34","23,797.96","23,592.28","23,631.88"
2018-01-29,2018-01-29,"23,707.14","23,787.23","23,580.17","23,629.34"
2018-01-30,2018-01-30,"23,559.33","23,581.98","23,233.37","23,291.97"
2018-01-31,2018-01-31,"23,205.23","23,375.38","23,092.85","23,098.29"
2018-02-01,2018-02-01,"23,276.10","23,492.77","23,211.12","23,486.11"
2018-02-02,2018-02-02,"23,361.67","23,367.96","23,122.45","23,274.53"
2018-02-05,2018-02-05,"22,921.16","22,967.69","22,659.43","22,682.08"
2018-02-06,2018-02-06,"22,267.00","22,277.45","21,078.71","21,610.24"
2018-02-07,2018-02-07,"22,001.29","22,353.87","21,627.13","21,645.37"
2018-02-08,2018-02-08,"21,721.57","21,977.03","21,649.70","21,890.86"
2018-02-09,2018-02-09,"21,507.74","21,510.30","21,119.01","21,382.62"
2018-02-13,2018-02-13,"21,633.34","21,679.20","21,211.53","21,244.68"
2018-02-14,2018-02-14,"21,251.24","21,371.01","20,950.15","21,154.17"
2018-02-15,2018-02-15,"21,384.10","21,578.99","21,308.92","21,464.98"
2018-02-16,2018-02-16,"21,555.99","21,866.37","21,499.88","21,720.25"
2018-02-19,2018-02-19,"21,903.66","22,152.85","21,858.33","22,149.21"
2018-02-20,2018-02-20,"22,054.32","22,063.87","21,831.45","21,925.10"
2018-02-21,2018-02-21,"21,942.42","22,130.58","21,836.73","21,970.81"
2018-02-22,2018-02-22,"21,789.88","21,799.40","21,626.85","21,736.44"
2018-02-23,2018-02-23,"21,789.72","21,903.39","21,741.63","21,892.78"
2018-02-26,2018-02-26,"22,134.64","22,226.53","22,040.87","22,153.63"
2018-02-27,2018-02-27,"22,391.67","22,502.05","22,325.07","22,389.86"
2018-02-28,2018-02-28,"22,292.53","22,380.28","22,068.24","22,068.24"
2018-03-01,2018-03-01,"21,901.13","21,901.13","21,645.22","21,724.47"
2018-03-02,2018-03-02,"21,339.98","21,366.09","21,088.96","21,181.64"
2018-03-05,2018-03-05,"21,047.81","21,164.38","20,937.26","21,042.09"
2018-03-06,2018-03-06,"21,390.20","21,551.14","21,381.42","21,417.76"
2018-03-07,2018-03-07,"21,261.96","21,484.08","21,201.94","21,252.72"
2018-03-08,2018-03-08,"21,488.16","21,488.16","21,299.40","21,368.07"
2018-03-09,2018-03-09,"21,594.22","21,884.45","21,357.55","21,469.20"
2018-03-12,2018-03-12,"21,826.10","21,971.16","21,689.97","21,824.03"
2018-03-13,2018-03-13,"21,742.45","21,968.10","21,700.78","21,968.10"
2018-03-14,2018-03-14,"21,764.99","21,881.09","21,684.02","21,777.29"
2018-03-15,2018-03-15,"21,704.14","21,825.97","21,555.49","21,803.95"
2018-03-16,2018-03-16,"21,876.53","21,879.28","21,632.85","21,676.51"
2018-03-19,2018-03-19,"21,537.90","21,659.04","21,366.88","21,480.90"
2018-03-20,2018-03-20,"21,297.98","21,384.86","21,223.97","21,380.97"
2018-03-22,2018-03-22,"21,352.16","21,592.00","21,349.71","21,591.99"
2018-03-23,2018-03-23,"21,188.80","21,188.80","20,559.61","20,617.86"
2018-03-26,2018-03-26,"20,423.37","20,766.10","20,347.49","20,766.10"
2018-03-27,2018-03-27,"20,958.90","21,317.32","20,943.31","21,317.32"
2018-03-28,2018-03-28,"20,893.05","21,031.31","20,776.82","21,031.31"
2018-03-29,2018-03-29,"21,250.96","21,298.57","20,996.22","21,159.08"
2018-03-30,2018-03-30,"21,392.42","21,512.80","21,311.50","21,454.30"
2018-04-02,2018-04-02,"21,441.57","21,597.47","21,388.58","21,388.58"
2018-04-03,2018-04-03,"21,115.48","21,333.50","21,056.02","21,292.29"
2018-04-04,2018-04-04,"21,415.85","21,415.85","21,238.18","21,319.55"
2018-04-05,2018-04-05,"21,541.18","21,737.66","21,462.10","21,645.42"
2018-04-06,2018-04-06,"21,633.73","21,742.84","21,550.42","21,567.52"
2018-04-09,2018-04-09,"21,534.33","21,737.09","21,517.77","21,678.26"
2018-04-10,2018-04-10,"21,599.67","21,933.99","21,542.37","21,794.32"
2018-04-11,2018-04-11,"21,819.09","21,837.36","21,687.10","21,687.10"
2018-04-12,2018-04-12,"21,657.87","21,719.43","21,591.39","21,660.28"
2018-04-13,2018-04-13,"21,801.41","21,917.35","21,746.69","21,778.74"
2018-04-16,2018-04-16,"21,843.55","21,879.69","21,775.61","21,835.53"
2018-04-17,2018-04-17,"21,801.83","21,889.89","21,772.42","21,847.59"
2018-04-18,2018-04-18,"21,929.01","22,194.11","21,914.96","22,158.20"
2018-04-19,2018-04-19,"22,231.86","22,360.65","22,176.86","22,191.18"
2018-04-20,2018-04-20,"22,148.22","22,261.35","22,076.63","22,162.24"
2018-04-23,2018-04-23,"22,157.88","22,204.86","22,065.52","22,088.04"
2018-04-24,2018-04-24,"22,228.82","22,304.69","22,149.59","22,278.12"
2018-04-25,2018-04-25,"22,118.62","22,228.78","22,080.76","22,215.32"
2018-04-26,2018-04-26,"22,278.77","22,381.66","22,265.20","22,319.61"
2018-04-27,2018-04-27,"22,466.66","22,495.56","22,357.53","22,467.87"
2018-05-01,2018-05-01,"22,453.42","22,519.45","22,411.43","22,508.03"
2018-05-02,2018-05-02,"22,568.19","22,568.19","22,426.55","22,472.78"
2018-05-07,2018-05-07,"22,513.22","22,513.48","22,350.91","22,467.16"
2018-05-08,2018-05-08,"22,440.65","22,566.68","22,423.23","22,508.69"
2018-05-09,2018-05-09,"22,463.01","22,478.64","22,364.75","22,408.88"
2018-05-10,2018-05-10,"22,482.51","22,530.64","22,418.75","22,497.18"
2018-05-11,2018-05-11,"22,573.95","22,769.16","22,545.47","22,758.48"
2018-05-14,2018-05-14,"22,705.30","22,894.76","22,683.64","22,865.86"
2018-05-15,2018-05-15,"22,889.47","22,912.06","22,805.72","22,818.02"
2018-05-16,2018-05-16,"22,730.12","22,796.14","22,695.84","22,717.23"
2018-05-17,2018-05-17,"22,820.62","22,887.03","22,799.16","22,838.37"
2018-05-18,2018-05-18,"22,907.20","22,954.19","22,867.30","22,930.36"
2018-05-21,2018-05-21,"22,937.58","23,050.39","22,935.31","23,002.37"
2018-05-22,2018-05-22,"23,025.95","23,031.67","22,952.87","22,960.34"
2018-05-23,2018-05-23,"22,868.79","22,949.73","22,649.85","22,689.74"
2018-05-24,2018-05-24,"22,621.29","22,644.69","22,366.60","22,437.01"
2018-05-25,2018-05-25,"22,380.22","22,509.36","22,318.15","22,450.79"
2018-05-28,2018-05-28,"22,488.95","22,547.67","22,410.91","22,481.09"
2018-05-29,2018-05-29,"22,431.95","22,439.10","22,240.39","22,358.43"
2018-05-30,2018-05-30,"22,051.97","22,079.23","21,931.65","22,018.52"
2018-05-31,2018-05-31,"22,163.40","22,254.42","22,098.00","22,201.82"
2018-06-01,2018-06-01,"22,126.25","22,316.91","22,098.04","22,171.35"
2018-06-04,2018-06-04,"22,365.09","22,515.72","22,355.83","22,475.94"
2018-06-05,2018-06-05,"22,552.17","22,602.13","22,470.04","22,539.54"
2018-06-06,2018-06-06,"22,520.31","22,662.82","22,498.59","22,625.73"
2018-06-07,2018-06-07,"22,748.72","22,856.37","22,732.18","22,823.26"
2018-06-08,2018-06-08,"22,799.38","22,879.00","22,694.50","22,694.50"
2018-06-11,2018-06-11,"22,686.95","22,856.08","22,667.30","22,804.04"
2018-06-12,2018-06-12,"22,977.22","23,011.57","22,797.73","22,878.35"
2018-06-13,2018-06-13,"22,896.17","22,993.26","22,895.31","22,966.38"
2018-06-14,2018-06-14,"22,842.96","22,898.39","22,738.61","22,738.61"
2018-06-15,2018-06-15,"22,883.24","22,885.84","22,770.38","22,851.75"
2018-06-18,2018-06-18,"22,806.57","22,806.89","22,601.13","22,680.33"
2018-06-19,2018-06-19,"22,565.92","22,618.52","22,278.48","22,278.48"
2018-06-20,2018-06-20,"22,338.53","22,581.40","22,167.16","22,555.43"
2018-06-21,2018-06-21,"22,523.28","22,782.01","22,491.08","22,693.04"
2018-06-22,2018-06-22,"22,456.45","22,535.65","22,414.18","22,516.83"
2018-06-25,2018-06-25,"22,543.56","22,556.55","22,312.79","22,338.15"
2018-06-26,2018-06-26,"22,160.33","22,368.78","22,104.12","22,342.00"
2018-06-27,2018-06-27,"22,320.88","22,356.54","22,205.34","22,271.77"
2018-06-28,2018-06-28,"22,195.19","22,299.39","22,038.40","22,270.39"
2018-06-29,2018-06-29,"22,314.47","22,332.82","22,145.48","22,304.51"
2018-07-02,2018-07-02,"22,233.80","22,312.25","21,784.48","21,811.93"
2018-07-03,2018-07-03,"21,889.06","21,927.81","21,574.56","21,785.54"
2018-07-04,2018-07-04,"21,679.00","21,784.00","21,604.18","21,717.04"
2018-07-05,2018-07-05,"21,697.44","21,751.50","21,462.95","21,546.99"
2018-07-06,2018-07-06,"21,647.66","21,866.16","21,642.96","21,788.14"
2018-07-09,2018-07-09,"21,838.53","22,105.95","21,825.76","22,052.18"
2018-07-10,2018-07-10,"22,215.34","22,321.60","22,196.89","22,196.89"
2018-07-11,2018-07-11,"22,002.14","22,044.62","21,744.25","21,932.21"
2018-07-12,2018-07-12,"22,036.87","22,233.52","22,019.19","22,187.96"
2018-07-13,2018-07-13,"22,397.62","22,692.86","22,316.52","22,597.35"
2018-07-17,2018-07-17,"22,605.73","22,832.22","22,575.42","22,697.36"
2018-07-18,2018-07-18,"22,917.52","22,949.32","22,794.19","22,794.19"
2018-07-19,2018-07-19,"22,871.62","22,926.47","22,761.87","22,764.68"
2018-07-20,2018-07-20,"22,734.56","22,869.98","22,541.35","22,697.88"
2018-07-23,2018-07-23,"22,480.33","22,507.17","22,341.87","22,396.99"
2018-07-24,2018-07-24,"22,555.05","22,555.05","22,416.23","22,510.48"
2018-07-25,2018-07-25,"22,594.28","22,645.66","22,547.14","22,614.25"
2018-07-26,2018-07-26,"22,711.59","22,717.15","22,549.77","22,586.87"
2018-07-27,2018-07-27,"22,646.48","22,712.75","22,593.20","22,712.75"
2018-07-30,2018-07-30,"22,613.30","22,631.32","22,518.94","22,544.84"
2018-07-31,2018-07-31,"22,472.12","22,678.06","22,352.21","22,553.72"
2018-08-01,2018-08-01,"22,642.18","22,775.47","22,615.98","22,746.70"
2018-08-02,2018-08-02,"22,676.73","22,754.73","22,464.81","22,512.53"
2018-08-03,2018-08-03,"22,585.54","22,613.50","22,490.57","22,525.18"
2018-08-06,2018-08-06,"22,536.05","22,635.68","22,486.74","22,507.32"
2018-08-07,2018-08-07,"22,514.31","22,666.68","22,499.05","22,662.74"
2018-08-08,2018-08-08,"22,666.56","22,800.61","22,610.29","22,644.31"
2018-08-09,2018-08-09,"22,591.54","22,648.88","22,497.99","22,598.39"
2018-08-10,2018-08-10,"22,606.91","22,608.86","22,272.69","22,298.08"
2018-08-13,2018-08-13,"22,117.57","22,124.60","21,851.32","21,857.43"
2018-08-14,2018-08-14,"22,053.07","22,356.08","22,047.19","22,356.08"
2018-08-15,2018-08-15,"22,368.12","22,380.28","22,110.29","22,204.22"
2018-08-16,2018-08-16,"21,980.82","22,240.42","21,871.70","22,192.04"
2018-08-17,2018-08-17,"22,313.19","22,340.95","22,244.10","22,270.38"
2018-08-20,2018-08-20,"22,267.07","22,288.31","22,150.75","22,199.00"
2018-08-21,2018-08-21,"22,110.54","22,306.83","22,053.14","22,219.73"
2018-08-22,2018-08-22,"22,270.04","22,390.20","22,162.81","22,362.55"
2018-08-23,2018-08-23,"22,420.67","22,463.03","22,377.88","22,410.82"
2018-08-24,2018-08-24,"22,484.01","22,602.24","22,452.42","22,601.77"
2018-08-27,2018-08-27,"22,693.69","22,838.06","22,682.39","22,799.64"
2018-08-28,2018-08-28,"22,967.74","23,006.77","22,813.47","22,813.47"
2018-08-29,2018-08-29,"22,820.86","22,968.18","22,819.97","22,848.22"
2018-08-30,2018-08-30,"23,020.18","23,032.17","22,832.83","22,869.50"
2018-08-31,2018-08-31,"22,733.25","22,890.61","22,678.03","22,865.15"
2018-09-03,2018-09-03,"22,819.17","22,820.48","22,684.43","22,707.38"
2018-09-04,2018-09-04,"22,740.05","22,753.18","22,612.15","22,696.90"
2018-09-05,2018-09-05,"22,663.80","22,692.25","22,570.52","22,580.83"
2018-09-06,2018-09-06,"22,458.97","22,535.34","22,416.63","22,487.94"
2018-09-07,2018-09-07,"22,351.84","22,372.89","22,172.90","22,307.06"
2018-09-10,2018-09-10,"22,253.65","22,396.88","22,249.61","22,373.09"
2018-09-11,2018-09-11,"22,469.78","22,667.85","22,457.10","22,664.69"
2018-09-12,2018-09-12,"22,702.71","22,709.37","22,522.17","22,604.61"
2018-09-13,2018-09-13,"22,657.95","22,858.41","22,643.88","22,821.32"
2018-09-14,2018-09-14,"23,035.78","23,105.28","22,965.48","23,094.67"
2018-09-18,2018-09-18,"23,042.19","23,481.53","23,039.26","23,420.54"
2018-09-19,2018-09-19,"23,754.96","23,842.05","23,672.52","23,672.52"
2018-09-20,2018-09-20,"23,752.79","23,781.75","23,582.15","23,674.93"
2018-09-21,2018-09-21,"23,848.63","23,971.41","23,764.05","23,869.93"
2018-09-25,2018-09-25,"23,881.85","23,950.98","23,808.95","23,940.26"
2018-09-26,2018-09-26,"23,846.60","24,033.79","23,833.92","24,033.79"
2018-09-27,2018-09-27,"23,946.43","24,089.32","23,778.04","23,796.74"
2018-09-28,2018-09-28,"24,080.01","24,286.10","24,021.27","24,120.04"
2018-10-01,2018-10-01,"24,173.37","24,306.54","24,123.50","24,245.76"
